Firm,date,employee_title,location,review_title,pros,cons
Apple,"Jun 15, 2020 ", AHA Advisor,"Chicago, IL",Great Benefits. Thats it.,"Work from home, employee discounts, other benefits
","There is no room for growth, you are monitored your whole shift with any number of people listening to your calls, raises and pay are ridiculously low for a trillion dollar company, you change shifts every six months based on you metrics which Apple is nontransparent about, overworked, underpaid
"
Apple,"Jun 15, 2020 ", Applecare At Home Advisor,"Austin, TX",Great Place to Work from Home,"Work from home, good benefits even for part-time, opportunities to move up in the AppleCare organization.
","Some customers are rude but this will happen at any job
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 15, 2020 ", Applications Engineer,"Orland, CA",Apple is great,"Great place to work yeah
","Sometime bad things happen yeah
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 14, 2020 ", Sales Specialist,"Dallas, TX",Great Job,"Great leaderships, they care for their employees, great benefits
","Customers in retail can be harsh especially during the holidays
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 12, 2020 ", Individual Contributor Tech III,"San Jose, CA",Good working environment,"Good working environment, interesting techs
","schedule hard to management, some tensions
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 11, 2020 ", Technical Specialist,"New Orleans, LA",Great pay. Poor work life balance.,"You get to meet interesting people while working in a fun environment.
","The managers micromanage everything. The opportunity for advancement is there if you kiss up. Work life balance needs to improve tremendously.
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Jun 11, 2020 ", Apple Genius,"Miami, FL",Great entry into the tech profession.,"Great environment, challenging.

Great benefits and above average pay for most roles.
","At times, there can be a glass ceiling for those that may ""look"" the part of what their superior desires, despite having proven capable of a role.

Tasks can get repetitive.
"
Apple,"Jun 11, 2020 ", Business Pro,"Greenville, SC",Strong Culture,"Culture, Inclusion, Development, Opportunity, Challenging
","Location based, Compensation, no other cons.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 11, 2020 ", Technical Product Manager,"Cupertino, CA",very high pressure environment,"Work with very smart people, always challenged, fast-paced environment, great benefits
","Super high pressure environment, have to deal with a lot of politics, limited opportunity for advancement
"
Apple,"Jun 9, 2020 ", Specialist,"Austin, TX",GREAT JOB,"great pay and fun enviroment
","long hours and possibility of rude customers
"
Apple,"Jun 9, 2020 ", Technical Specialist,"Manchester, NH",Awesome Place to work,"Benefits discounts, work environment and growth opportunities
","none great place to work would recommend
"
Apple,"Jun 9, 2020 ", Software Engineer,"San Francisco, CA","Good, old tech","+ Nice office
+ Chill work
","- Bad tech stack
- Slow moving
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 9, 2020 ", Data Scientist,"Cupertino, CA",Innovative,"Great environment, great people, get to go to WWDC sometimes
","Top down culture, no remote work
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 9, 2020 ", Technical Specialist,"Toledo, OH","Great place to work for a short-term job, not so much for a long-term career","Great benefits for employees around products, education, and stocks.
","Not many opportunities for growth at retail level.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 9, 2020 ", Specialist,"New York, NY",Not what you think,"You’re part of the Apple environment 
It’s a positive work environment 
Fellow coworkers are supportive
","Way too much emphasis on “selling “ AppleCare +. 
Definitely needs improvement on the training 
There is a huge disconnect between what you’re told during in store training and what’s expected of you on the floor. The ability to move up the ladder is difficult.
"
Apple,"Jun 8, 2020 ", Apple Genius,"Washington, DC",Awesome,"good family environment in the store
","hard to move up to new positions
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 8, 2020 ", Senior Software Engineer,"Sunnyvale, CA",Apple review,"Great Benefits and good compensation
","Lot of consultants and need to manage them in IS&T
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 8, 2020 ", Apple Retail Specialist,"Miami, FL",Great experience with lots of benefits.,"Great benefits. Amazing environment to work in.
","Working in a city like Miami can get very exhausting due to stores being constantly packed.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 8, 2020 ", Project Manager,"Sunnyvale, CA",Being a PM at Apple,"Good company to work for. Lots of opportunities in various areas.
","Large company, more challenging to get noticed outside of your immediate group.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 8, 2020 ", Senior User Experience Designer,"Cupertino, CA",Corporate Archaic Culture,"Pleasant stable work environment, iconic products, great food and state of the art facilities.
","It really depends on the department, however many employees have been working there for years and have developed a sense of complacency and non-innovative thinking. Work processes are very slow moving and bureaucratic. Communication is strained due to maintaining a culture of secrecy. The corporate structure is also very flat and it's hard to move around to different departments.
"
Apple,"Jun 8, 2020 ", Sales Specialist,"Minneapolis, MN","Great place, great people, hands down.","Even as a pet time employee, you get great benefits. The work-life balance is on point. The work is fun if you like talking to people.
","There is room for growth but it takes a long time to build the competencies to move on to other better paying positions.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 8, 2020 ", Specialist,"Manhasset, NY","Excellent pay, benefits, and culture but still suffered the usual detriment of retail.","- Pay
- Benefits
- Co-Workers
- Personal and Sick time easily navigated.
","- Management is often less concerned about people than they are about profit
- Disregard for mental health of employees.
- A majority of managers viewed employees as disposable.
"
Apple,"Jun 7, 2020 ", Paralegal III,"Sunnyvale, CA",A Great Company to Work For,"Great benefits, fast-paced, camaraderie, substantive work, culture, opportunities for advancement
","Training vs. expectations, office politics
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Jun 6, 2020 ", Physical Design Engineer,"Cupertino, CA",summary,"Great learning experience and work with smart people.
","Tight schedules and fast paced projects
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Jun 5, 2020 ", Genius,"Westlake, OH",Great place to work,"Career path growth opportunities available
","Retail hours and standing majority of your shift
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 4, 2020 ", Family Room Specialist,"Los Angeles, CA",Name Recognition,"Great if you enjoy troubleshooting and genuinely like to help and teach people how to use their products
","10 minute appointments are hard to keep, generally you will get some bad apples. I think the biggest pain point for customers was their reliance on walk-in appointments which Apple finds really hard to meet (it is hard when you have the iPhone)
"
Apple,"Jun 4, 2020 ", Sales,"Los Angeles, CA",Great company,"It’s a great company to work for
","The hours can be long
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Jun 3, 2020 ", Business,"Pittsburgh, PA",cool place to work,"lots of cool tech to play with
","too many bosses in the org
"
Apple,"Jun 3, 2020 ", Creative Pro,"New York, NY","Terrible Work/Life balance, micro management","Stock Program, Camaraderie, discount on products
","Extreme micro-management, creatives are rated by attendance
"
Apple,"Jun 2, 2020 ", Software Engineer,"New York, NY",nice,"best place to work and perfect ($)
","nice company for everything ($)
"
Apple,"May 30, 2020 ", Technical Expert,"Reston, VA",Great company to work for,"- You can move up quickly if you're willing to put in the effort and serious about the job
- Good company if this is your first ""tech job"" and good resume builder
- Pay is fair
- Coworkers are really good people
","- Can get a bit overwhelming, especially during holidays 
- Weekends are rarely free
"
Apple,"May 30, 2020 ", Senior Machine Learning Engineer,"Cupertino, CA","Great Company, Experience Varies Greatly by Group","Some amazing people, competitive benefits, work on the next big thing, lots of options to move within the company
","Some groups are highly political, advancement not always based on merit, best projects and titles often given to acquihires over long term performers
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 29, 2020 ", Senior Advisor,"Austin, TX",Highly metrics driven,"The benefits are really nice, 401k, health, dental, on-site wellness facilities, etc.
","Opportunities are limited if you're in AppleCare.
"
Apple,"May 29, 2020 ", Specialist,"Tampa, FL",Wonderful Company - Cares about employees,"Great benefits, more than most companies!
","Retail hours can be tedious.
"
Apple,"May 28, 2020 ", Software Engineering Manager,"Cupertino, CA",Not bad!,"so much to learn always great technology stack
","on toes always and running
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 28, 2020 ", Developer,"Austin, TX",Good employer,"Pay, flexibility, stock, ability to explore other roles
","Some manager micromanage or not accept IC’s experience
1 person found this review helpful
Helpful
Share
Repor"
Apple,"May 27, 2020 ", Machine Learning Engineer,"Cupertino, CA",Good company to work,"Passionate co-workers and good benefits
","No free food like many IT companies
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 27, 2020 ", Technical Specialist,"Whitehall, PA",Great Company,"- Great coworkers
- Always looks out for their employees
- very good employee benefits
- Positive work environment
- They really care for the environment
","- Require constant availability even for part timers
- Hectic in store enviroment (but can be fun for some)
- Rather long hiring process
1 person found this review helpful
Helpful
Share
Repor"
Apple,"May 27, 2020 ", Manager,"Birmingham, AL",Great Environment,"It was a great place to work. I enjoyed the team, the company, the customers and the benefits.
","The salary was lower than most anywhere else I had worked. Did not think too highly of the 'regional leadership', she did not seem to go along with he idea of respecting her team.
"
Apple,"May 27, 2020 ", Sales Associate,"Laramie, WY",Good college job,"Interesting and worked around my schedule.
","I constantly wanted to buy the new apple tech.
"
Apple,"May 25, 2020 ", Applecare At Home Advisor,"Milwaukee, WI",Applecare At Home Advisor review,"- amazing work culture 
- really good benefits
","- at times stressful and challenging
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 25, 2020 ", Specialist,"Boston, MA",Not bad! But..,"Great Benefits, can get decent hourly rate, the people you work with are pretty chill.
","Hard to move up if you’re not a crowd favorite, they don’t give big raises - if you started low, it’s possible someone hired at the same position could be getting quite a bit more
"
Apple,"May 24, 2020 ", Apple Technical Specialist,"Columbus, OH",It’s cool,"It’s cool I think ya feel me
","Non It’s pretty dang good overall
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 24, 2020 ", Software Engineer,"Pasadena, CA",Pretty good experience,"Benefits and Discounts were pretty good, and the people there were nice
","the pay is a little less than what others paid me before as a software engineer
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 23, 2020 ", Genius,"New York, NY",great company,"good people and never boring.
","work life balance is not great.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 23, 2020 ", Principal Software Engineer,"Cupertino, CA",Good,"This is the best company to work for
","This is not that bad to work for
"
Apple,"May 22, 2020 ", Software Engineer,"Cupertino, CA","atmosphere was great, not too strict.","Work environment, benefits are great
","parking, zero work life balance
1 person found this review helpful
Helpful
Share
Repor"
Apple,"May 21, 2020 ", Creative Pro,"Houston, TX",None,"Great environment, ability to learn about new technology
","Scheduling can be rigid and hard to work around.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 20, 2020 ", Software Tester,"Cupertino, CA",Great job,"Working environment, salary, strong leadership, great staff
","Strict rules, not enough opportunities for self realization
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 20, 2020 ", Customer Supprot,"Austin, TX",Great place to Apple,"Great compensation and work life balance.
","I have no Cons working for apple.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 19, 2020 ", Account Manager,"San Francisco, CA",Account Manager - SMB,"Fun, fast paced work environment.
","Non-commission, ambiguity, Little career development.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 19, 2020 ",Anonymous,"Tempe, AZ",Amazing Place to Work,"-Work from home
-Great Benefits
-Amazing coworkers
","-So many calls one after another
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 19, 2020 ", Lead Mac Genius,"San Francisco, CA",Good company,"Benefits, Long term growth, company culture
","Hours, politics, retail customers, retail culture
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 18, 2020 ", Engineer,"Mission Viejo, CA",head,"Good salary and good food
","There is no cons if
"
Apple,"May 18, 2020 ", Tech Expert,"Cherry Hill, NJ",Good benefits,"Co-Workers, pay, work-life, great managers.
","Takes a while to move up
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 17, 2020 ", Product Zone Specialist,"Durham, NC",Great Company,"Apple truly takes care of their workers.
","The pressure of the job is intense and can add to stress
"
Apple,"May 16, 2020 ", Systems Design Engineer,"Cupertino, CA",Competitive and Dynamic,"Challenging work and good benefits and salary
","work pressure is high sometimes
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 16, 2020 ", Sales,"Dedham, MA",Great Experience,"Around tons of really smart, energetic and smart people. Competitive pay.
","Not too many growth opportunities, and its retail so it can be a tough job to do for a very long time.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 15, 2020 ", Embedded Software Engineer,"Cupertino, CA",Great company with a culture that takes getting used to,"One thing I’ve learned from talking to people within Apple is your experience will greatly vary, depending on your organization. I’m a software engineer in the Core OS organization within SWE, so my review only applies to that.

People outside Apple like to poke fun when senior leadership publicly says they’re trying to be customer-centric and “do the right thing” while making decisions that go in to products. After being here, I truly believe that is the case! Tim and Craig have proven to be very thoughtful, honest and effective leaders

We work on some tough technical problems and some really innovative technology.

At the end of the day, as an individual contributor I am enabled to put my head down and do my best work. Apple can be demanding, expect to receive emails and pings on nights and weekends. You have to learn to set boundaries and stick to them. If you enjoy your work, like I do, it’s very easy to accidentally put too many hours in
","As with lots of tech companies, there are many different personalities to deal with and some can make your job miserable. It sounds like being in middle management is extremely political and there are management movements / re-orgs pretty often.


Apple culture can be difficult to navigate for some. There’s very little documentation (this is improving), and the company is entirely built on making relationships and hallway conversations. This can make working in remote offices difficult, from what I’ve heard. Introverts beware!
"
Apple,"May 14, 2020 ", Genius Administrator,"Omaha, NE",Not bad for Retail,"Somewhat flexible schedule
Decent benefits
Teammates are great
","Company goals have shifted negatively 
Training is almost non existent
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 14, 2020 ", Mac Genius,"Washington, DC",Solid place to work,"Great health care. Transit subsidy provided. 401k at 100% match after a few years. RSU bonus of $2000 every year
","Micromanagement. They tend to focus on the one negative customer who left a net promoter survey for unrealistic expectations while ignoring the dozens of other customers who scored you a top score. Conversations begin with ""What could you have done better?"" while ignoring the multitudes of customers who scored you high. Plus, apple doesn't promote managers from within. They prefer people who don't know the culture from Target, Starbucks, or Gap. They ignore people who know the culture, know the systems, and know the people. New managers often leave rather quickly
"
Apple,"May 13, 2020 ", Manager,"Cupertino, CA",Great company,"Great company to work for
","Nothing that I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 13, 2020 ", Marketing Manager,"New York, NY",Not much to say,"You get to work with super smart people
","Work life balance is nonexistent and zero opportunity for growth.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 13, 2020 ", Americas Supply Demand Planner,"Austin, TX","Great company, loved the culture","Culture. perks, onsite medical, work made a difference.
","Pay was relatively low compared to other big tech companies.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 12, 2020 ", Product Specialist,"New York, NY",Loved working with this company!,"They were so flexible with a school schedule!
","The holidays are very busy but not unbearable!
"
Apple,"May 12, 2020 ", Apple Store Specialist,"New York, NY",Great Place to work at and good benefits,"good pay and great benefits, plus you work with some nice people
","Too much pressure for sales numbers and bad training
"
Apple,"May 12, 2020 ", Expert,"San Francisco, CA",People quit Managers not Company,"Terrible hours, hard to get time off approved, untrained staff and especially managers
","Good pay and benefits, free food sometimes
"
Apple,"May 12, 2020 ", Technical Specialist,"Virginia Beach, VA",A wonderful environment,"I loved the culture there, and the amazing people I got to work with!
","Retail Scheduling is always tough to survive over a period of time.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 12, 2020 ", Machine Learning Engineer,"Cupertino, CA",Your experience depends on what team you are in,"Apple has some great perks especially company-wide events. You get adequate resource and tools, and some mentoring.
","You can’t expect every team to perform well in a company this size. The talent pool is generally less strong compared with other big tech companies, especially software.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 11, 2020 ", Software Engineer,"Austin, TX",Salary,"Great Salary and good benefits
","Not much work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 11, 2020 ", Specialist,"New York, NY",Apple Specialist,"The culture and how much they care about the employees. There are so many opportunities to grow within the company.
","Nothing negative yet. My experience has been overwhelming positive so far.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 9, 2020 ", Technology & Merchandising Pro,"Arlington, VA",Great company to work; especially at the retail level in terms of pay & benefits. Can't speak for corporate.,"Good base pay at retail level, excellent benefits (medical, fitness, transport), fairly straight forward to move up in retail
","At retail level promotion involves navigating politics differing at every store. Retail schedules mean working fairly random shifts
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 9, 2020 ", Producer,"Los Angeles, CA",Overall great place to work,"Top of industry people, work hours are balanced, great location, great networking, great pay
","Food is not subsidized, you have to use everything Apple, lack of communication between departments
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 9, 2020 ", Designer,"Cambridge, MA",Good,"It was so good fantastic really liked it
","Not good honestly didnt like
"
Apple,"May 8, 2020 ", Support Specialist,"Charlotte, NC",It was an okay gig,"culture and flexibility, team members became close
","Leadership lacked the ability to connect and get their hands dirty
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 5, 2020 ", Family Room Specialist,"Austin, TX",Great!,"Great management and overall leadership
","Basic large Corp issues you’d expect.
"
Apple,"May 3, 2020 ", Mechanical Engineer,"New York, NY",Amazing company,"Everything is just amazing oh my god
","Nothing is bad oh my god
2 people found this review helpful
Helpful
Share
Repor"
Apple,"May 3, 2020 ", President/Chief Executive Officer,"Los Angeles, CA",Great,"It is very easy going to work here
","It’s a bad work environment
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 2, 2020 ", AHA Apple Care,"Charlotte, NC",A good stepping stone,"Flexibility, Stability, and great benefits.
","The lines between work and home easily blured.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"May 1, 2020 ", Technical Specialist,"Houston, TX",Have a lot of work to do for the people who make you money,"Great family environment, part-time benefits, ESP, good work-life balance
","if you are part time you have to work 2 jobs just to get by, less and less full time opportunities. for a company that is worth so much BECAUSE of its employees don't take care of them that well. Management act like they understand and want to help but nothing gets done.
"
Apple,"May 1, 2020 ", Apple AHA,"Orlando, FL",Great Company,"Working at home. Company genuinely cares about their people (employees) products and customers. Benefits are great (Health, Dental, etc)
","I have nothing bad to say. In my opinion, truly amazing company.
"
Apple,"Apr 30, 2020 ", Technical Specialist,"San Francisco, CA",Best Company and Teams,"Amazing work culture. Benefits are the best
","Nothing that I can think of.
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Apr 30, 2020 ", Technical Expert,"Dallas, TX",Update,"Awesome place to work at
","Working on weekends can get old
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 29, 2020 ", Genius,"San Francisco, CA",Great Job,"A lot of perks for retail including discounts, commuter benefits, parking allowances, insurance for both part and full time employees.
","The customers can be exceptionally demanding compared to other jobs I've worked.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 29, 2020 ", Project Coordinator,"Cupertino, CA",Apple,"It's truly an amazing place to work
","Should be paid more for my position
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 28, 2020 ", Financial Analyst,"Cupertino, CA",Great culture,"Flat structure
Great people
Good hours
","Red tape
Slow promotional track
Low pay
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 27, 2020 ", Creative,"Pittsburgh, PA",Good Company. Good Job,"Great company with great values that take care of their employees
","You have to work weekends. As you get older, this can be annoying
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 27, 2020 ", Technical Specialist,"The Woodlands, TX",Great job,"Flexible schedule 
Great environment 
Good pay
","The management micro manages alot
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 26, 2020 ", Technician,"Anchorage, AK",Awesome retail job,"Amazing benefits, a really great culture, great pay, understanding management.
","Difficult customers compared to other retail jobs
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 26, 2020 ", Specialist Apple,"Tysons Corner, VA",Working at,"great company benefits, good pay
","aggressive and poorly trained managers. competitive and ingenuine store culture
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 26, 2020 ", Senior Software Engineer,"San Francisco, CA",pretty good,"good environment and good work life balance
","salary low compared to others
2 people found this review helpful
Helpful
Share
Repor"
Apple,"Apr 24, 2020 ", Engineering Manager,"San Jose, CA",Good Place to work,"Innovation, detail oriented and data driven attitude, a fair environment
","Less ideal work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 23, 2020 ", Technical Specialist,"Portland, OR",Great Company!!,"Awesome place to work, loved working there!
","None that I can think of.
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Apr 23, 2020 ", Apple Genius,"San Francisco, CA",Good but not great,"Great pay for entry level retail
Good training and job skill development
Excellent benefits
","A certain amount of Kool-aid is always present, that the company can do no wrong-it gets in the way of progress and good decision making
3 people found this review helpful
Helpful
Share
Repor"
Apple,"Apr 23, 2020 ", Manager,"Orlando, FL",Awesome company,"Great benefits, fun place to work
","Long hours, not much of a employee discount
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 22, 2020 ", Senior Engineering Program Manager,"Cupertino, CA",Overall a good place to work at,"Generally speaking good atmosphere in the company, can work on most popular products, feels rewarding that almost everyone loves the product you work on.
","There can be bad peanuts, especially certain low-level management.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 22, 2020 ", Tech Project Manager,"San Francisco, CA",Great company,"Great Perks for full time employees. Great working environment
","Very aggressive targets. Very demanding for contractors as well
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 21, 2020 ", Sales Associate,"Stony Brook, NY","Great culture, pay, benefits but still retail","Essentially the best retail position there is. Very flexible, great perks/benefits, pay, etc.
","ITS STILL RETAIL. Which means management, other employees and customers will be annoying.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 20, 2020 ", Specialist,"Cupertino, CA",good,"good benefit, good learning opportunity
","a lot of politics within the manager teams
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Apr 19, 2020 ", Store Manager,"New York, NY",People like it,"It`s a good choice for people who wants to grow up
","It`s a very big company
"
Apple,"Apr 19, 2020 ", Technical Specialist,"Whitehall, PA",Fantastic job,"Best training, amazing workplace, employers that care.
","High stress, possible nasty customers, retail hours.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 18, 2020 ", Specialist,"Los Angeles, CA",Great Environnet,"Team atmosphere. Apple does a great job developing their workers. People are very welcoming and always eager to help out.
","If hired seasonal, can be competitive to secure a position. Customers can also sometimes be a lot to handle.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 18, 2020 ", Delivery Driver,"Los Angeles, CA",company treats its workers like slaves,"none in the slightest bit
","everything there is to exist
2 people found this review helpful
Helpful
Share
Repor"
Apple,"Apr 18, 2020 ", Software Engineer,"Los Angeles, CA",A good employer,"Amazing working experience. One of the best work environment.
","Somehow tiring. Not many cons.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 16, 2020 ", Software Engineer,"Cupertino, CA",very good,"smart people and good food
","none, maybe no free lunch?
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Apr 15, 2020 ", Electrical Engineer,"Austin, TX",Great place to work,"The benefits at Apple are great, they allow you to get the products you want or that your family wants.
","When you work there it can be tough at times.
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Apr 15, 2020 ", Technical Expert,"Irvine, CA",Amazing place to work,"Great people, amazing benefits and encouragement
","Some challenging physical working conditions
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 14, 2020 ", Software Engineer,"Cupertino, CA",Review,"Rsu and bonus was great
","work life balance was poor
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Apr 13, 2020 ",Anonymous,"Arlington, TX",Good company,"Nice discount on items and good programs for products
","No control over your schedule
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 13, 2020 ", Project Manager,"Austin, TX",GREAT EXPERIENCE (depends on your manager/department),"Leadership (TIM COOK), Experience, People, Products, Health benefits, Wellness Center, CaffeMacs...
","No career plan, confusing structure (no org charts, no titles on directory), difficult to move up.
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Apr 13, 2020 ", User Experience Designer,"San Francisco, CA",UX Salary,"Great atmosphere and fun environment
","Work can be hard and full pressure
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 13, 2020 ", Finance Analyst,"Cupertino, CA",Great Benefits/Toxic Culture,"-salary is good
-benefits are excellent (with 100% matching on 401k)
","-managers are drunk with power and have huge egos
-lack of professional development
-culture is cult-like, and Apple ""spirit"" of innovation/transforming the world is tritely reinforced at every company event
-work/life balance is non-existant
-lack of diversity in finance (predominantly white or asian)
3 people found this review helpful
Helpful
Share
Repor"
Apple,"Apr 12, 2020 ", Senior Product Manager,"Sunnyvale, TX",Terrible Work Place,"The brand name is just the only pros. It will look good on your resume
","Treatment of the employees, especially H1-B visa contractors are terrible. It is like a sweatshop
2 people found this review helpful
Helpful
Share
Repor"
Apple,"Apr 12, 2020 ",Anonymous,"South Miami, FL",Great Job,"The staff is the best part about the job. It was always like a family. I was very happy at Vans. If it weren’t seasonal I’d still be there.
","I don’t have anything bad to say.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 12, 2020 ", Technical Expert,"New York, NY","Better than your average company, for most walks of life","Customer focused, diverse & acceptance in working environment amongst employees and customers, wide variety of benefits (part time and full time) , open feedback from all areas of operation, opportunities available for self starters
","Long hours, patience and empathy required and used often when supporting challenging interactions. Usually heavy in traffic, public facing customer service.
"
Apple,"Apr 12, 2020 ", Product Design Engineer,"Cupertino, CA",Difficult to navigate as a recent grad,"Lots of responsibility. Challenging work. Tons of motivated coworkers.
","Very little training or even explanation of how things work.
2 people found this review helpful
Helpful
Share
Repor"
Apple,"Apr 9, 2020 ", Software Engineer,"Cupertino, CA",Great place!,"benefits are great, work is interesting
","can be stressful at times
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 9, 2020 ", Software Engineer,"Sunnyvale, CA",Here are the bad things,"Great pay, great benefits and you have Apple on your resume.
","Reviews are accurate, all of the bad ones at least. They use a lot of OFFSHORE contractors, and high percentage are not good, same for the managers, they used to be not so good contractors and are managers now.

Is not usually bad to use contractors due to the flexibility of scale up and down on people, but when you have 5 employees and 15 contractors and they just come and go, you don't really have that flexibility, it's the same 15 positions but filled but people that are taken to extreme burn out and writing code and creating designs worst than recent grads. Engineer quality is the worst I've ever seen in my life overall with 18 YOE. Are there good folks there? Yes, absolutely, but when you have 5 employees and 15 contractors and 50% suck and are OFFSHORE in India on a completely different timezone you are in for a mess and a career hara-kiri. 

Unless you are making much less than the current TC offered, I would advise against it. It doesn't matter the team, trust me on that, I have experienced and interacted with several teams, it's all the same. If TC is significantly higher take it, and leave soon to similar paying company. I'm looking for my way out.

All the contractors are from Tata Consulting and Infosys, those guys are suffering and being exploited. 100% of the people I've interacted with are Indians, diversity is 0%, it's incredible, you feel like you are in India yourself, never seem this in my life and I've worked in all the MAGAF.
"
Apple,"Apr 9, 2020 ", Technical Support,"Whitehouse, TX",Great company,"Great benefits, flexible hours, opportunity to travel, chances for growth
","no work life balance, difficult.superiors,
1 person found this review helpful
Helpful
Share
Repor"
Apple,"Apr 9, 2020 ", Financial Analyst,"Lexington-Fayette, KY",Value your workers more,"Nice products and nice store atmosphere
","Long hours and only top 1% gets any decent money for the work.
"
Apple,"Apr 8, 2020 ", Technical Expert,"Arlington, VA",Great place to work,"Awesome team, great perks, management cares about you
","Some customer interactions can be tough
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Apr 8, 2020 ", Technical Specialist,"Houston, TX",Great atmosphere,"Some of the best reasons to work at Apple:
-Meet amazing people
-Management works on helping you
-Do not work on commission
-Always changing so you’re always doing something new
-Easy to move up in the company 
-Your coworkers are your family 
-Full healthcare including dental and eyes
-good 401K
-stocks
-Easy to move stores if you have to
","Cons:
-Takes A LOT to work to get a full time position
-Hard work/life balance since part time hours vary every week
-It’s retail. 
-Sometimes the coworkers feel like its high school again 
-People date with in the store so can lead to drama
Be the first to find this review helpful
Helpful
Share
Repor"
